Record Length,30000,,Source,CH1,CH2
Sample Interval,0.0010000000625,,Second,Volt,Volt
,,,-17.36100000000,0.05440,-0.02720
,,,-17.36000000000,0.05440,-0.02720
,,,-17.35900125000,0.05440,-0.05440
,,,-17.35800125000,0.05440,-0.02720
,,,-17.35700000000,0.05440,-0.05440
,,,-17.35600125000,0.05440,-0.05440
,,,-17.35500125000,0.05440,-0.05440
,,,-17.35400000000,0.05440,-0.05440
,,,-17.35300125000,0.05440,-0.05440
,,,-17.35200125000,0.05440,-0.05440
,,,-17.35100125000,0.05440,-0.05440
,,,-17.35000000000,0.00,-0.05440
,,,-17.34900125000,0.05440,-0.05440
,,,-17.34800125000,0.05440,-0.05440
,,,-17.34700000000,0.05440,-0.05440
,,,-17.34600125000,0.05440,-0.05440
,,,-17.34500125000,0.05440,-0.05440
,,,-17.34400125000,0.05440,-0.02720
,,,-17.34300000000,0.05440,-0.05440
,,,-17.34200125000,0.05440,-0.05440
,,,-17.34100125000,0.05440,-0.02720
,,,-17.34000000000,0.00,-0.05440
,,,-17.33900125000,0.05440,-0.05440
,,,-17.33800125000,0.05440,-0.05440
,,,-17.33700000000,0.05440,-0.05440
,,,-17.33600000000,0.05440,-0.02720
,,,-17.33500125000,0.05440,-0.05440
,,,-17.33400125000,0.05440,-0.05440
,,,-17.33300000000,0.05440,-0.05440
,,,-17.33200125000,0.05440,-0.05440
,,,-17.33100125000,0.00,-0.05440
,,,-17.33000000000,0.05440,-0.05440
,,,-17.32900000000,0.00,-0.05440
,,,-17.32800125000,0.05440,-0.05440
,,,-17.32700125000,0.05440,-0.05440
,,,-17.32600000000,0.05440,-0.05440
,,,-17.32500125000,0.05440,-0.05440
,,,-17.32400125000,0.00,-0.02720
,,,-17.32300000000,0.05440,-0.05440
,,,-17.32200000000,0.05440,-0.05440
,,,-17.32100125000,0.00,-0.05440
,,,-17.32000125000,0.05440,-0.05440
,,,-17.31900000000,0.00,-0.05440
,,,-17.31800125000,0.05440,-0.05440
,,,-17.31700125000,0.05440,-0.02720
,,,-17.31600000000,0.05440,-0.05440
,,,-17.31500000000,0.05440,-0.05440
,,,-17.31400125000,0.05440,-0.05440
,,,-17.31300125000,0.05440,-0.05440
,,,-17.31200000000,0.00,-0.02720
,,,-17.31100125000,0.00,-0.05440
,,,-17.31000125000,0.05440,-0.05440
,,,-17.30900000000,0.05440,-0.05440
,,,-17.30800000000,0.05440,-0.05440
,,,-17.30700125000,0.05440,-0.05440
,,,-17.30600125000,0.00,-0.02720
,,,-17.30500000000,0.05440,-0.05440
,,,-17.30400125000,0.05440,-0.05440
,,,-17.30300125000,0.05440,-0.05440
,,,-17.30200000000,0.05440,-0.05440
,,,-17.30100000000,0.05440,-0.05440
,,,-17.30000125000,0.00,-0.02720
,,,-17.29900125000,0.05440,-0.02720
,,,-17.29800000000,0.05440,-0.02720
,,,-17.29700125000,0.05440,-0.02720
,,,-17.29600125000,0.00,-0.10880
,,,-17.29500000000,0.00,-0.05440
,,,-17.29400125000,0.00,-0.05440
,,,-17.29300125000,0.05440,-0.05440
,,,-17.29200125000,0.00,-0.05440
,,,-17.29100000000,0.05440,-0.05440
,,,-17.29000125000,0.05440,-0.05440
,,,-17.28900125000,0.05440,-0.02720
,,,-17.28800000000,0.05440,-0.05440
,,,-17.28700125000,0.00,-0.05440
,,,-17.28600125000,0.00,-0.05440
,,,-17.28500125000,0.00,-0.05440
,,,-17.28400000000,0.05440,-0.02720
,,,-17.28300125000,0.05440,-0.02720
,,,-17.28200125000,0.00,-0.05440
,,,-17.28100000000,0.05440,-0.02720
,,,-17.28000125000,0.00,-0.02720
,,,-17.27900125000,0.05440,-0.05440
,,,-17.27800000000,0.00,-0.05440
,,,-17.27700000000,0.05440,-0.05440
,,,-17.27600125000,0.05440,-0.05440
